Date,Region,Solar Energy (MW),Wind Energy (MW),Hydro Energy (MW),Temperature (°C),Wind Speed (m/s),Rainfall (mm)
2024-01-25,North,196.0,111.0,419.0,15.187483234807821,3.873636993201729,46.4402647138754
2024-01-26,South,87.0,122.0,470.0,25.974946387140868,5.39981563678291,46.22761645477407
2024-01-27,West,200.0,232.0,321.0,14.291508522563237,5.74473323726405,32.91919568017273
2024-01-28,South,132.0,134.0,333.0,23.96902468638828,4.568728276566481,24.151334841089085
2024-01-29,North,68.0,165.0,201.0,16.69878107508562,6.038530959273685,3.623197961609476
2024-01-30,East,231.0,258.0,427.0,12.590220675953422,5.803112432956413,32.81722739127133
2024-01-31,East,231.0,272.0,349.0,32.788254191805095,4.363380842782834,20.39188395528848
2024-02-01,North,138.0,184.0,327.0,23.73332680040911,4.316597519256503,4.477270185598353
2024-02-02,East,157.0,268.0,224.0,22.002866370514894,7.581658091637783,29.689087596018464
2024-02-03,South,157.0,190.0,493.0,30.906504340386498,5.168390823079545,18.389851185586505
2024-02-04,East,66.0,205.0,305.0,28.732843888132383,5.3837444673669985,33.85897145704995
2024-02-05,North,217.0,160.0,347.0,33.32287417682407,9.26381480173211,14.643962786907178
2024-02-06,East,148.0,186.0,426.0,22.302416964535595,7.180591610370874,16.650509390174378
2024-02-07,North,220.0,268.0,267.0,12.40210675724766,5.258328594087101,44.1299616104806
2024-02-08,West,113.0,268.0,404.0,23.59630674669218,4.680806945235651,9.8045893635388
2024-02-09,North,127.0,153.0,213.0,17.32645410669613,3.685768873619382,44.88014341336649
2024-02-10,North,175.0,158.0,346.0,23.808601264232244,8.740370133239477,35.772559446395164
2024-02-11,North,190.0,226.0,489.0,31.907541081493346,6.85981443090478,1.8248478362003717
2024-02-12,East,200.0,108.0,363.0,21.062442691531313,7.205831249979042,46.46306469928256
2024-02-13,North,134.0,183.0,397.0,17.177636899668926,6.139655146824611,21.826295994063127
2024-02-14,West,246.0,148.0,329.0,34.44513284749672,7.136123545188685,23.19785237492871
2024-02-15,North,118.0,229.0,399.0,34.11083043525371,7.820419956955303,30.272262860536443
2024-02-16,West,110.0,250.0,248.0,19.10949635300688,6.123274145320005,3.9819649279207168
2024-02-17,East,61.0,190.0,384.0,24.29098330593684,6.915036531624326,46.5225291353952
2024-02-18,West,88.0,204.0,326.0,10.944291691113502,3.643499977738777,47.7832268480565
2024-02-19,North,111.0,210.0,431.0,25.105585273576295,9.270968938545359,8.610715871147717
2024-02-20,East,239.0,141.0,284.0,15.09340587307347,4.182132571685704,36.465528010063004
2024-02-21,West,246.0,104.0,318.0,15.791638766690463,6.6425258595086945,11.829430593816587
2024-02-22,West,211.0,291.0,318.0,10.014466657308928,8.628464859388458,42.560450539787645
2024-02-23,West,211.0,160.0,233.0,11.457519669277952,4.922372797606485,40.580322893990505
2024-02-24,North,82.0,193.0,265.0,29.725058806504173,6.9341309508766775,42.304330330715
2024-02-25,East,202.0,242.0,434.0,32.45773488532783,8.381460304966623,9.973151318466284
2024-02-26,North,101.0,244.0,371.0,32.48099074522848,4.221135173826347,3.1074042110583733
2024-02-27,West,118.0,145.0,380.0,18.740799206395337,5.3578471514062445,40.684571311104165
2024-02-28,East,116.0,281.0,468.0,19.594982549188778,5.035250048499609,6.845045385252768
2024-02-29,North,169.0,286.0,251.0,22.096703538995282,6.793783875550806,42.92359875683947
2024-03-01,South,142.0,138.0,429.0,21.102432237462494,9.00672519141239,27.312924715381037
2024-03-02,East,196.0,160.0,323.0,25.813117756986507,6.123277685997832,21.850246974291554
2024-03-03,West,227.0,132.0,260.0,14.131358358714369,7.0277466038981276,17.30420105069038
2024-03-04,South,60.0,118.0,453.0,28.658047614607895,6.480559504258208,35.00174776338277
2024-03-05,North,60.0,249.0,220.0,31.59495437138887,9.842872523273027,26.610537081658553
2024-03-06,East,69.0,183.0,355.0,33.715209910303116,8.130171211095465,21.730092115498334
2024-03-07,West,51.0,168.0,414.0,11.049059012241472,8.73735743464708,42.60879472589219
2024-03-08,North,213.0,165.0,337.0,12.205835545082326,3.6280537710218725,48.94095178497043
2024-03-09,South,166.0,128.0,394.0,27.765045537560223,5.666820496722017,4.878709464848657
2024-03-10,North,78.0,171.0,495.0,17.621619647145437,7.418656836842636,45.01306514638874
2024-03-11,South,197.0,230.0,368.0,14.855252158168394,7.427991697550605,29.282008503488278
2024-03-12,South,240.0,170.0,255.0,13.128286315408353,8.904757123713946,29.50984332974858
2024-03-13,West,229.0,243.0,316.0,29.078100796981527,5.7700131948080395,6.381826847346539
2024-03-14,South,118.0,166.0,440.0,15.523322138767501,4.575256038807014,8.893467346957468
2024-03-15,West,167.0,134.0,423.0,28.387588735416056,6.82509867639537,9.240963034351784
2024-03-16,East,50.0,134.0,331.0,13.025259318565414,6.752968099142467,16.055617543573668
2024-03-17,West,237.0,103.0,334.0,19.070497597638813,5.9958863298403635,21.215192554823116
2024-03-18,North,120.0,168.0,430.0,10.54499109107777,5.826236656704564,5.9180553526123
2024-03-19,West,120.0,202.0,415.0,12.743775267440046,5.223633803860064,44.35872547208816
2024-03-20,North,73.0,186.0,334.0,34.24769123623892,3.389222699820764,35.543945297781455
2024-03-21,East,199.0,186.0,460.0,24.374981319762327,6.226300067550439,21.320935695745074
2024-03-22,East,127.0,186.0,293.0,13.230803789204476,5.207390262092799,46.955934591453044
2024-03-23,West,99.0,243.0,447.0,28.14154118958596,6.44470583910501,35.769560464501026
2024-03-24,West,199.0,150.0,440.0,18.992479918788252,8.90341919241973,23.470382727929834
2024-03-25,North,222.0,215.0,343.0,27.957929626442873,3.25497390028624,22.36249046714882
2024-03-26,South,52.0,186.0,446.0,28.807102798708737,7.362153646244931,22.186314792781804
2024-03-27,North,126.0,175.0,417.0,22.5181618490003,9.950995388512801,21.507510724500843
2024-03-28,South,172.0,114.0,376.0,25.87588687064615,5.153144971627719,14.022947436928767
2024-03-29,West,115.0,182.0,428.0,14.997337487848919,5.413712952208924,38.962169591255815
2024-03-30,East,83.0,103.0,439.0,15.200778068234888,5.6620895698915685,6.007174776125396
2024-03-31,West,92.0,201.0,336.0,13.305761610753697,6.946193955806143,25.838787004997744
2024-04-01,West,102.0,255.0,400.0,21.648628273729567,5.819112785249833,41.247421933050305
2024-04-02,East,202.0,255.0,204.0,20.623109253213773,6.168486535859702,17.611352146219556
2024-04-03,East,132.0,217.0,352.0,28.84351628543261,6.183952028579071,25.121183164209775
2024-04-04,South,154.0,266.0,302.0,10.347413748524215,3.011607554079509,16.29780744182925
2024-04-05,West,180.0,199.0,302.0,21.773433081352763,4.9723241869913455,15.133593354284002
2024-04-06,North,131.0,285.0,287.0,20.605967963003174,6.061772970685191,20.8745161906501
2024-04-07,South,53.0,216.0,283.0,10.954240181730546,9.601524111975992,17.7545898499057
2024-04-08,East,247.0,104.0,321.0,18.125938578126323,9.516024894925746,23.779342685395644
2024-04-09,South,114.0,155.0,236.0,24.686253386961504,6.959925975405383,25.472161073299972
2024-04-10,West,185.0,135.0,288.0,22.810759166638753,3.833017997750174,3.388978407053039
2024-04-11,West,124.0,295.0,363.0,13.791163536865744,6.0349368262542695,1.7722919683677896
2024-04-12,East,216.0,152.0,375.0,25.81473435084592,8.945706515131612,33.02543031443797
2024-04-13,West,154.0,141.0,210.0,33.222927805377665,5.267836236985469,32.05304485211901
2024-04-14,East,181.0,169.0,208.0,27.126476546860054,7.044406031268536,14.610094658139012
2024-04-15,South,197.0,169.0,285.0,26.956498136471815,7.1592953537874235,48.40936046173447
2024-04-16,East,173.0,238.0,309.0,22.847649264187385,8.825613480950569,37.35967572037891
2024-04-17,West,226.0,211.0,433.0,26.632581848201383,6.9387339238574,10.35064556380324
2024-04-18,South,226.0,227.0,238.0,31.739299540887618,4.655733827120406,26.866292653545937
2024-04-19,West,230.0,219.0,401.0,17.79073973162739,7.883748720335873,15.658313408429164
2024-04-20,South,173.0,214.0,240.0,26.244557266699974,9.615368896039826,44.89737194442166
2024-04-21,West,208.0,203.0,347.0,12.80615685864112,9.316594827549604,21.838493199119917
2024-04-22,North,242.0,200.0,459.0,34.958822041860515,9.931357736916635,12.099606662350777
2024-04-23,West,133.0,198.0,372.0,15.394210237891292,7.2006323101974425,38.832094196112116
2024-04-24,East,241.0,278.0,421.0,29.41538156755315,7.084851001500865,0.7047771452093177
2024-04-25,West,185.0,242.0,333.0,18.352854927402092,7.39328560331054,31.16785869216992
2024-04-26,South,78.0,157.0,453.0,15.464429492196683,7.587702989890045,14.756489054074267
2024-04-27,South,142.0,291.0,200.0,12.881558261583924,3.738465388846362,49.87570629377241
2024-04-28,East,229.0,284.0,357.0,12.685518441386852,4.615041142501802,34.330384693792645
2024-04-29,West,208.0,198.0,410.0,20.790072252947034,8.980316980749308,36.22388464559864
2024-04-30,East,168.0,129.0,428.0,10.339109290186505,8.688016274217425,23.65516219777202
2024-05-01,South,70.0,136.0,403.0,29.012794713713916,4.0394328033183236,49.99874525707897
2024-05-02,East,55.0,267.0,379.0,21.928682347399015,6.385678615689933,41.3689583459789
2024-05-03,North,76.0,121.0,379.0,12.560537084291994,5.295281207430145,1.549630930401863
2024-05-04,East,145.0,175.0,312.0,20.09045585195222,6.743959912131602,37.5770533366426
2024-05-05,South,194.0,227.0,473.0,32.63437182006696,8.852932621440788,34.886835561694305
2024-05-06,East,95.0,204.0,223.0,21.42021218392837,6.525962648011415,16.20353675457706
2024-05-07,North,200.0,147.0,414.0,33.24718375612221,4.182406671911553,43.87908195209684
2024-05-08,South,245.0,243.0,430.0,13.480669249459584,8.12483234816441,39.01789212675381
2024-05-09,South,71.0,140.0,375.0,21.6146315766951,6.063333298123525,35.31611354965092
2024-05-10,East,104.0,148.0,358.0,29.69805880432373,3.8871211193237656,21.89279481590839
2024-05-11,East,242.0,132.0,359.0,23.42143734529092,6.30470102973927,18.73229019346947
2024-05-12,West,93.0,168.0,245.0,34.218591950726804,3.6344637005758873,41.20384969284013
2024-05-13,East,229.0,281.0,245.0,31.74525598906732,6.231639085510977,45.853791771525195
2024-05-14,West,108.0,184.0,298.0,31.495106610185577,4.84201469030895,4.2268842258746275
2024-05-15,South,152.0,247.0,292.0,32.8778105868096,4.245815089229417,15.062319338082364
2024-05-16,South,176.0,115.0,443.0,14.528702385933403,7.977774272604171,16.850569277227663
2024-05-17,East,93.0,149.0,310.0,29.909625788381465,4.276245222840204,17.052934301827737
2024-05-18,South,144.0,136.0,354.0,25.497656629451914,7.227089930809575,33.446350396401705
2024-05-19,South,94.0,167.0,220.0,10.847843683874808,8.129820944135894,14.065786710888506
2024-05-20,West,93.0,194.0,439.0,29.951081342061837,3.221196809644579,4.347707000772333
2024-05-21,West,77.0,146.0,478.0,33.66542682682335,3.9596414289630806,42.22139644119145
2024-05-22,East,154.0,175.0,478.0,15.906831176048316,9.684122189256549,30.07280951262618
2024-05-23,North,109.0,144.0,433.0,19.988166932823027,8.240914721829352,26.50721258092592
2024-05-24,West,206.0,144.0,288.0,21.95101189223528,7.650388310807413,25.071722143507536
2024-05-25,East,206.0,254.0,304.0,34.87998098412426,6.014561991373611,30.25594486657698
2024-05-26,West,175.0,180.0,279.0,25.765495820948402,5.889939033640014,29.337662020591964
2024-05-27,West,129.0,299.0,200.0,26.91806878074196,5.411458896080928,42.57274116086931
2024-05-28,West,92.0,299.0,313.0,22.45792629111405,6.950907175531192,48.54373189211337
2024-05-29,East,226.0,187.0,232.0,34.3710486551021,8.634503066874458,41.352327404317236
2024-05-30,West,207.0,231.0,238.0,27.79609436234922,7.9341996300238256,5.876123330574368
2024-05-31,East,247.0,203.0,238.0,34.16292923387642,6.639563617451909,30.632385808117252
2024-06-01,South,236.0,203.0,497.0,14.018117135514405,5.863838415529984,16.761544095329384
2024-06-02,East,107.0,253.0,479.0,32.35389185214074,7.352932421681198,37.562099784344404
2024-06-03,East,167.0,136.0,220.0,25.378657581403814,5.69876327408554,48.82957433612853
2024-06-04,West,91.0,147.0,440.0,14.724555123670854,8.591258650437343,41.32094138254168
2024-06-05,East,150.0,207.0,237.0,34.0950533285838,8.810028917596092,18.94175601892475
2024-06-06,West,136.0,123.0,275.0,24.408233015604395,6.380249945373717,5.746627971451668
2024-06-07,North,228.0,183.0,293.0,24.780203320978696,9.000072435035321,47.02524733184897
2024-06-08,South,78.0,123.0,430.0,22.04036741558109,8.564440353503652,31.570457976745054
2024-06-09,South,61.0,177.0,414.0,31.799072027297335,7.16859846531617,35.126008064449664
2024-06-10,North,78.0,234.0,363.0,22.755013822154837,6.252015132731827,15.098221436523678
2024-06-11,North,135.0,100.0,321.0,23.4791519661919,7.525372091006174,7.5496935959427915
2024-06-12,East,106.0,206.0,354.0,31.486338444389872,8.093057827422077,13.978734481339188
2024-06-13,North,155.0,284.0,464.0,31.90286136878182,3.5587991168731086,17.87117849944969
2024-06-14,South,58.0,184.0,416.0,13.279881598037534,3.9923790529331087,29.00686806088028
2024-06-15,North,160.0,183.0,405.0,11.917544799268967,3.5290550114357155,18.263593600813994
2024-06-16,East,50.0,298.0,330.0,30.90856537272823,4.4915169882610275,7.499271418591741
2024-06-17,West,248.0,171.0,271.0,33.37270608473065,4.191202153444731,46.41893550048812
2024-06-18,West,85.0,188.0,268.0,26.732037027859775,7.380878395966856,23.832880365405547
2024-06-19,South,215.0,118.0,433.0,24.488017387233064,4.69859979275844,14.25118068478956
2024-06-20,North,149.0,267.0,366.0,14.596434307558278,4.483173787341306,21.12529925471819
2024-06-21,East,85.0,268.0,299.0,21.675166145651623,7.629598053758771,32.003204393842
2024-06-22,South,216.0,198.0,385.0,11.082982735816667,6.397781448389665,7.63670788329534
2024-06-23,East,130.0,268.0,316.0,12.138622092425937,4.950243754386247,21.055249441980877
2024-06-24,South,77.0,195.0,264.0,13.539694448111064,5.800437561439784,0.1706335031372186
2024-06-25,South,226.0,119.0,392.0,31.558781726730196,9.182998603496678,10.974629461190666
2024-06-26,West,155.0,119.0,203.0,13.215230101339444,5.146641006327675,34.39824687585878
2024-06-27,East,184.0,252.0,404.0,27.375149154425788,7.671819690754601,23.02886970847654
2024-06-28,East,224.0,209.0,404.0,26.270111721821536,9.038987389615617,27.96936228278878
2024-06-29,North,84.0,130.0,316.0,21.082969618860567,8.022964885020075,48.93934658602251
2024-06-30,East,202.0,263.0,330.0,23.775472771220066,6.377292363476618,19.624545725933785
2024-07-01,South,164.0,263.0,490.0,11.117536365183627,3.6747244880877195,13.777766282660536
2024-07-02,North,213.0,251.0,418.0,16.87134484141891,7.304638596514791,8.511930032302384
2024-07-03,East,155.0,267.0,399.0,11.676677117978704,4.214491874047616,46.25233070899555
2024-07-04,East,155.0,239.0,200.0,18.941224874169617,4.825171302697001,40.68212072346872
2024-07-05,North,107.0,115.0,397.0,13.617057850305173,5.809140333757882,18.367790449550153
2024-07-06,North,217.0,211.0,342.0,30.68841491384135,6.5876501138638694,3.2607602363822097
2024-07-07,East,194.0,170.0,347.0,22.45081933201356,5.11768257195301,0.30494418693391423
2024-07-08,South,111.0,282.0,219.0,23.087717208283205,5.9206354454851144,2.8559447081722587
2024-07-09,North,160.0,234.0,425.0,23.632857246740038,3.1651319966891056,4.02826215560082
2024-07-10,North,147.0,113.0,411.0,29.427316009226974,9.647118354553474,29.97940006489566
2024-07-11,West,59.0,133.0,390.0,14.164033408701549,6.244879100112737,14.340740439919324
2024-07-12,West,111.0,275.0,481.0,23.201341982533886,7.30558075323557,0.6417432321638605
2024-07-13,East,185.0,101.0,288.0,18.982969941295046,5.482456014279437,12.980727102829364
2024-07-14,South,229.0,189.0,255.0,11.406515621937501,4.590145041227585,8.83739151246729
2024-07-15,West,106.0,189.0,323.0,31.337677188919287,5.863489261036132,39.40956922953202
2024-07-16,West,128.0,240.0,323.0,28.32097262711498,9.92385191854438,48.968679446601534
2024-07-17,South,130.0,170.0,361.0,33.26972102769689,8.474288949970763,31.833387886714416
2024-07-18,North,157.0,188.0,488.0,27.25260089275459,9.02101727267235,14.620818887126319
2024-07-19,West,104.0,185.0,329.0,15.751799178518809,3.5041330065219682,13.189989825216664
2024-07-20,West,189.0,227.0,472.0,26.90516652670662,3.9123868575853233,48.79413569364138
2024-07-21,West,244.0,232.0,380.0,31.54130670188601,4.164709029173057,23.991986129694364
2024-07-22,South,82.0,251.0,301.0,27.6887318182234,7.431373699720964,6.315240157807489
2024-07-23,North,108.0,218.0,427.0,31.6122215048562,8.98654244233306,42.912811244517144
2024-07-24,North,81.0,212.0,250.0,25.32829134879776,8.880891596658394,29.886932648526464
2024-07-25,North,57.0,208.0,260.0,11.42705172466572,4.313707591649548,42.49479964276811
2024-07-26,North,72.0,275.0,285.0,27.183390997736833,4.6781855473822365,15.244698625616
2024-07-27,East,220.0,287.0,270.0,32.26306871444827,5.7048739482358055,1.9720221008005578
2024-07-28,North,116.0,240.0,463.0,17.60252418052347,6.67497383037999,4.010041633083916
2024-07-29,North,74.0,191.0,479.0,32.27814533207707,9.979320296840527,11.231533843931196
2024-07-30,West,60.0,223.0,322.0,10.194196113769648,8.53297829476915,36.83563607780255
2024-07-31,East,158.0,224.0,239.0,12.341617896501466,4.60429132874877,28.53973912042153
2024-08-01,West,232.0,290.0,336.0,23.05162641196967,6.483994610007603,26.59561863619178
2024-08-02,South,211.0,277.0,436.0,32.66051824791151,3.6445232200876845,28.997960851254955
2024-08-03,North,51.0,281.0,376.0,12.219251641000536,4.80646058720221,35.6450318487444
2024-08-04,West,244.0,180.0,384.0,12.428837927690132,7.488088219315101,35.47820790054917
2024-08-05,East,244.0,234.0,344.0,16.708548899889617,3.4878649403450437,0.5299635411559145
2024-08-06,North,220.0,268.0,286.0,27.858766296539947,8.375687847362165,7.306193355137525
2024-08-07,East,217.0,216.0,413.0,19.86563871988418,8.018367964715482,48.26084513028868
2024-08-08,East,96.0,199.0,472.0,10.336090772494646,6.411652010188254,46.71563518809971
2024-08-09,West,96.0,238.0,441.0,21.422715210872028,7.516048966341557,33.89764253363911
2024-08-10,North,120.0,175.0,239.0,27.613195690913734,9.757048278722928,24.717398000047837
2024-08-11,South,99.0,137.0,239.0,16.48306054092692,7.677577179628797,20.083494275626585
2024-08-12,West,139.0,191.0,239.0,19.510054366745578,5.302196462101141,14.82034951699363
2024-08-13,South,166.0,288.0,462.0,13.184906795096467,7.4543513651192645,15.70186362543286
2024-08-14,West,120.0,183.0,462.0,17.424941695059204,5.355036605221592,3.9813451313620907
2024-08-15,South,56.0,281.0,327.0,28.13738926664008,9.313562805002473,29.187542252669562
2024-08-16,West,147.0,133.0,372.0,11.420721852632484,6.434482839234747,39.9819742510273
2024-08-17,North,147.0,133.0,480.0,23.59996278209683,4.703743454846611,21.617525394857847
2024-08-18,West,84.0,269.0,359.0,17.93047241417298,6.222736675249498,10.76870920740779
2024-08-19,North,246.0,183.0,292.0,19.21395896562774,9.501458517383767,10.547969931643426
2024-08-20,East,98.0,183.0,420.0,33.45003620694003,9.326549947524292,34.642122221850116
2024-08-21,East,177.0,144.0,418.0,32.90862243695281,6.182385908739943,41.77040916577218
2024-08-22,East,145.0,118.0,482.0,23.885824161384203,5.411791456553774,38.84327960682738
2024-08-23,North,179.0,173.0,337.0,18.1321740655118,9.400040668023419,0.1672858926878129
2024-08-24,North,202.0,110.0,332.0,22.19267393651465,3.5840387978819086,0.03850894371345559
2024-08-25,South,56.0,194.0,273.0,18.224572410140944,5.103220874850459,8.433338085271803
2024-08-26,West,179.0,206.0,214.0,15.467278054649139,7.653666261071115,23.162526925184395
2024-08-27,East,194.0,227.0,384.0,31.917928136289216,3.438901096285065,48.719744160238946
2024-08-28,West,114.0,134.0,321.0,16.154936501820668,5.169807448680938,39.25110036417954
2024-08-29,East,163.0,127.0,423.0,15.087050778544608,6.43727263407571,31.796475358650273
2024-08-30,South,73.0,127.0,275.0,12.363974329375631,7.903103224896613,0.22728572813111025
2024-08-31,North,247.0,138.0,325.0,29.67774348501548,4.314289441526373,3.0088112526980626
2024-09-01,East,115.0,133.0,497.0,11.508595586093833,7.942242432429809,22.569286468597205
2024-09-02,East,191.0,296.0,255.0,18.37063159692407,8.087110031875099,27.018811893902967
2024-09-03,North,226.0,120.0,442.0,28.484187104827193,3.2158872964932486,41.735597422211725
2024-09-04,South,85.0,197.0,265.0,17.249320899215846,3.3690231628985905,38.183520369959716
2024-09-05,North,63.0,151.0,271.0,17.26216714365011,3.1165671924290925,22.96110350714474
2024-09-06,North,168.0,180.0,300.0,24.577402548335016,9.799306205161844,45.61601904654224
2024-09-07,South,111.0,299.0,401.0,17.945398715443332,7.401819421080569,35.67843296722483
2024-09-08,East,111.0,292.0,364.0,32.6932438010401,9.038007915961348,1.4082670675552578
2024-09-09,South,212.0,197.0,439.0,16.169601307677098,4.478341619215422,37.52303736785768
2024-09-10,North,245.0,197.0,305.0,26.08532732514577,9.301380731752605,33.107722681411225
2024-09-11,East,124.0,147.0,480.0,11.88859192423083,4.06281466371548,8.196433928959218
2024-09-12,East,50.0,193.0,480.0,13.60773472664287,8.937199305171314,25.838465100305918
2024-09-13,North,69.0,149.0,350.0,22.55074255159192,5.111195215808955,18.704808990389388
2024-09-14,North,70.0,267.0,407.0,33.657797340278364,6.821972069556682,24.702788985663492
2024-09-15,East,100.0,242.0,490.0,25.382597667701297,3.6203803105387173,31.581480157219353
2024-09-16,East,178.0,266.0,460.0,26.096417557321306,3.1915462245897572,33.734238197757875
2024-09-17,North,178.0,216.0,367.0,18.195735977702714,9.04931246093754,17.453799796075014
2024-09-18,South,168.0,208.0,367.0,29.835703741639787,8.430157894913673,40.345458363209936
2024-09-19,North,238.0,141.0,224.0,10.648041263811876,8.813651109410914,15.067648623962155
2024-09-20,West,56.0,278.0,301.0,11.835927752168196,7.102457992048728,39.3256427204886
2024-09-21,East,116.0,233.0,349.0,19.596045615434672,9.677559988480589,20.226000384930977
2024-09-22,South,132.0,183.0,336.0,22.055208155566547,9.484242036187611,42.59673619254031
2024-09-23,East,175.0,250.0,395.0,32.06067629158095,4.3574353142285736,0.1748420898156633
2024-09-24,North,175.0,203.0,215.0,28.085843757345415,7.962451026945372,9.654221254386103
2024-09-25,East,209.0,275.0,460.0,20.134773811798965,4.16189294645076,22.5472912147416
2024-09-26,South,152.0,151.0,369.0,24.235344630826447,4.425644514000803,30.06622857724676
2024-09-27,South,186.0,247.0,218.0,30.294034259931745,7.9452841883757435,6.93343059661723
2024-09-28,North,219.0,184.0,488.0,32.283064425675065,3.7305999297865085,38.86508478408986
2024-09-29,West,219.0,186.0,211.0,27.015398925608178,5.940553176258048,43.38261603461598
2024-09-30,West,55.0,151.0,289.0,33.4070822531618,6.147596313658348,1.2809630544662831
2024-10-01,North,248.0,144.0,435.0,27.266642746126188,6.77009149629912,39.329849992231175
2024-10-02,East,196.0,114.0,380.0,34.22341040486096,8.550027360019314,15.839883787280296
2024-10-03,South,131.0,135.0,245.0,15.45901411553427,5.51186782840997,47.81528876407805
2024-10-04,West,111.0,265.0,242.0,28.428710632859072,7.759453139374132,40.80487421392684
2024-10-05,South,133.0,267.0,387.0,21.7607420165994,4.199617907267218,6.380340670139262
2024-10-06,East,122.0,236.0,371.0,15.493721684372478,4.064366720548665,5.109474777883727
2024-10-07,West,125.0,115.0,295.0,27.29312968162126,8.24466900682334,47.98398083662253
2024-10-08,East,61.0,115.0,458.0,16.916093123439325,8.903920157990775,37.096892366644354
2024-10-09,West,66.0,166.0,325.0,19.506503915421995,8.16181081475174,38.320357747658676
2024-10-10,East,71.0,187.0,287.0,30.14998052942717,6.596087227060195,45.431236224518265
2024-10-11,West,82.0,259.0,364.0,19.518315188904275,6.698931254458616,1.2889238372201295
2024-10-12,East,200.0,114.0,486.0,24.767445238462724,3.104753919081652,26.783480602743303
2024-10-13,East,87.0,150.0,454.0,27.648327154473346,5.517867334550121,2.6663067894300285
2024-10-14,North,114.0,294.0,366.0,28.411006054087846,3.889697180324193,11.003103737390923
2024-10-15,North,168.0,173.0,404.0,30.853815794307458,5.414746105133101,43.65110262753396
2024-10-16,South,190.0,255.0,200.0,13.814945746523613,5.789516885279433,2.196406943875534
2024-10-17,North,142.0,124.0,338.0,28.996736262443275,8.844220474814415,33.83267746965434
2024-10-18,West,190.0,222.0,301.0,11.528762435675537,4.925689661666629,18.878241166122507
2024-10-19,South,119.0,155.0,303.0,21.25921354705764,6.647731471939581,28.757556971454353
2024-10-20,West,77.0,116.0,279.0,11.403735472402149,4.569956681246369,48.706816032506914
2024-10-21,West,53.0,179.0,421.0,24.539676255804288,7.871395430460999,44.26395034512469
2024-10-22,South,222.0,292.0,281.0,29.160175772595306,8.833883395310089,42.39449082411856
2024-10-23,West,125.0,292.0,267.0,19.18176649487333,6.409870744053203,17.964420756732213
2024-10-24,West,94.0,258.0,357.0,27.99344106220405,3.491880315060299,38.06566690319699
2024-10-25,South,124.0,258.0,317.0,28.80878542028715,9.015988041174271,13.937217852359307
2024-10-26,West,210.0,120.0,443.0,33.42994868357536,5.528319399548845,48.224605440270686
2024-10-27,West,100.0,213.0,369.0,17.325949856508277,9.287414703252416,45.88810791605799
2024-10-28,West,164.0,153.0,314.0,32.11117569214404,3.410384429010303,21.42133157714975
2024-10-29,East,80.0,126.0,314.0,31.49539648180036,3.5176535010837826,31.287128001308073
2024-10-30,East,211.0,164.0,365.0,13.417538876888193,7.147654861169548,26.601623398822515
2024-10-31,South,221.0,238.0,461.0,33.242502420584046,9.103352106454299,9.787454739011793
2024-11-01,West,210.0,238.0,379.0,27.568512301017922,5.363854233542116,47.45429487683438
2024-11-02,West,71.0,125.0,344.0,18.610881304801985,6.175381078374084,9.021279822944667
2024-11-03,North,150.0,250.0,245.0,29.87053133699067,6.0987498128848765,9.650429258794702
2024-11-04,South,173.0,111.0,414.0,14.245377129239436,8.921885396496052,12.904462526559046
2024-11-05,East,173.0,266.0,212.0,10.074630796385126,4.599271368620279,41.81544594458014
2024-11-06,West,189.0,234.0,259.0,14.545726486956859,5.64688579991503,14.28198364986802
2024-11-07,East,189.0,166.0,391.0,10.912679720315184,9.749982904679829,4.327897473950926
2024-11-08,West,189.0,258.0,221.0,14.916405537247787,3.9155562418924017,18.720116480637746
2024-11-09,North,133.0,183.0,426.0,11.334835653939528,4.349604225883834,16.379196060460522
2024-11-10,North,142.0,239.0,201.0,29.629223145208073,6.855657874684606,4.96730880089285
2024-11-11,West,142.0,170.0,244.0,17.321728699477752,6.233430458884828,26.535767446246183
2024-11-12,West,71.0,139.0,420.0,24.46334213461708,6.360411978107916,27.99046216889161
2024-11-13,North,237.0,232.0,256.0,11.373500303860867,4.217721511973834,1.8380920819801139
2024-11-14,South,206.0,220.0,358.0,16.063847654312703,5.959895912288346,5.082067619054243
2024-11-15,South,90.0,128.0,263.0,32.58002335990814,7.039251417690076,23.314852607909003
2024-11-16,South,168.0,164.0,443.0,21.639773377828938,9.200680884232241,19.58021455502323
2024-11-17,South,153.0,189.0,205.0,23.94264070332777,8.365476547041986,41.09751382246205
2024-11-18,North,69.0,164.0,323.0,13.795368938970867,4.496936926075469,10.946622576710997
2024-11-19,East,235.0,226.0,276.0,26.53496508064092,5.306050148595241,48.72922333674955
2024-11-20,South,161.0,286.0,236.0,11.31296295465817,4.50250129498961,26.81280341594332
2024-11-21,East,100.0,268.0,404.0,16.996935824789457,8.247002954525723,2.775165201256785
2024-11-22,South,203.0,193.0,430.0,17.939564062223646,9.015846046502691,49.07150294569574
2024-11-23,South,110.0,145.0,418.0,34.21798634780507,4.84346209564744,20.33796396525179
2024-11-24,North,173.0,176.0,389.0,23.379372516863285,4.816072886308731,29.42835968833194
2024-11-25,South,60.0,198.0,214.0,30.1021268069535,9.63306903816142,14.991595307067534
2024-11-26,South,56.0,144.0,332.0,22.211789877336855,5.973470667128879,12.500004644810664
2024-11-27,East,100.0,166.0,360.0,23.769676316700362,4.925266998296771,31.82875582889461
